standard,name,role,region,side,semantic,canonical,context,tags,note
ARKIT,browInnerUp,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,browDownLeft,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,browDownRight,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,browOuterUpLeft,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,browOuterUpRight,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,eyeLookUpLeft,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_up.left,,,
ARKIT,eyeLookUpRight,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_up.right,,,
ARKIT,eyeLookDownLeft,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_down.left,,,
ARKIT,eyeLookDownRight,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_down.right,,,
ARKIT,eyeLookInLeft,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_in.left,,,
ARKIT,eyeLookInRight,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_in.right,,,
ARKIT,eyeLookOutLeft,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_out.left,,,
ARKIT,eyeLookOutRight,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_out.right,,,
ARKIT,eyeBlinkLeft,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,,
ARKIT,eyeBlinkRight,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,,
ARKIT,eyeSquintLeft,TEMPLATE,EYE,LEFT,EYELID,eye.squint.left,,,
ARKIT,eyeSquintRight,TEMPLATE,EYE,RIGHT,EYELID,eye.squint.right,,,
ARKIT,eyeWideLeft,TEMPLATE,EYE,LEFT,EYELID,eye.wide.left,,,
ARKIT,eyeWideRight,TEMPLATE,EYE,RIGHT,EYELID,eye.wide.right,,,
ARKIT,cheekPuff,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,cheekSquintLeft,TEMPLATE,EYE,LEFT,EYE_ORBIT,,,,
ARKIT,cheekSquintRight,TEMPLATE,EYE,RIGHT,EYE_ORBIT,,,,
ARKIT,noseSneerLeft,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,noseSneerRight,TEMPLATE,OTHER,NONE,OTHER,,,,
ARKIT,jawOpen,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,jawForward,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,jawLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,jawRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthFunnel,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthPucker,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthRollUpper,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthRollLower,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthShrugUpper,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthShrugLower,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthClose,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthSmileLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthSmileRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthFrownLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthFrownRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthDimpleLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthDimpleRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthUpperUpLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthUpperUpRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthLowerDownLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthLowerDownRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthPressLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthPressRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthStretchLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,mouthStretchRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
ARKIT,tongueOut,TEMPLATE,MOUTH,NONE,MOUTH,,,,
VRCHAT,vrc.v_aa,TEMPLATE,MOUTH,NONE,VISEME,viseme.aa,,,
VRCHAT,vrc.v_ih,TEMPLATE,MOUTH,NONE,VISEME,viseme.ih,,,
VRCHAT,vrc.v_ou,TEMPLATE,MOUTH,NONE,VISEME,viseme.ou,,,
VRCHAT,vrc.v_e,TEMPLATE,MOUTH,NONE,VISEME,viseme.e,,,
VRCHAT,vrc.v_oh,TEMPLATE,MOUTH,NONE,VISEME,viseme.oh,,,
VRCHAT,vrc.v_sil,TEMPLATE,MOUTH,NONE,VISEME,viseme.sil,,,
VRCHAT,vrc.v_pp,TEMPLATE,MOUTH,NONE,VISEME,viseme.pp,,,
VRCHAT,vrc.v_ff,TEMPLATE,MOUTH,NONE,VISEME,viseme.ff,,,
VRCHAT,vrc.v_th,TEMPLATE,MOUTH,NONE,VISEME,viseme.th,,,
VRCHAT,vrc.v_dd,TEMPLATE,MOUTH,NONE,VISEME,viseme.dd,,,
VRCHAT,vrc.v_kk,TEMPLATE,MOUTH,NONE,VISEME,viseme.kk,,,
VRCHAT,vrc.v_ch,TEMPLATE,MOUTH,NONE,VISEME,viseme.ch,,,
VRCHAT,vrc.v_ss,TEMPLATE,MOUTH,NONE,VISEME,viseme.ss,,,
VRCHAT,vrc.v_nn,TEMPLATE,MOUTH,NONE,VISEME,viseme.nn,,,
VRCHAT,vrc.v_rr,TEMPLATE,MOUTH,NONE,VISEME,viseme.rr,,,
VRCHAT,vrc.looking_up,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_up.both,,,
VRCHAT,vrc.looking_down,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_down.both,,,
VRCHAT,vrc.blink,TEMPLATE,EYE,BOTH,EYELID,eye.closed.both,,,
VRCHAT,vrc.blink (3.0),ALIAS,EYE,BOTH,EYELID,eye.closed.both,,,
MMD,まばたき,TEMPLATE,EYE,BOTH,EYELID,eye.closed.both,,,
MMD,笑い,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,ウィンク,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,,
MMD,ウィンク右,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,,
MMD,ウィンク２,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,,
MMD,ｳｨﾝｸ２右,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,,
MMD,なごみ,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,はぅ,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,びっくり,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,じと目,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,ｷﾘｯ,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,はちゅ目,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,星目,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,はぁと,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,瞳小,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,瞳縦潰れ,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,光下,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,恐ろしい子！,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,ハイライト消,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,映り込み消,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,喜び,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,わぉ?!,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,なごみω,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,悲しむ,TEMPLATE,EYE,BOTH,EYELID,,,,
MMD,敵意,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,あ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,い,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,う,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,え,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,お,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,あ２,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,ん,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,▲,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,∧,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,□,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,ワ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,ω,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,ω□,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,にやり,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,にやり２,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,にっこり,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,ぺろっ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,てへぺろ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,てへぺろ２,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,口角上げ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,口角下げ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,口横広げ,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,歯無し上,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,歯無し下,TEMPLATE,MOUTH,NONE,MOUTH,,,,
MMD,真面目,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,困る,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,にこり,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,怒り,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,上,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,下,TEMPLATE,OTHER,NONE,OTHER,,,,
MMD,ジト目,ALIAS,EYE,BOTH,EYELID,,,,
MMD,えー,ALIAS,MOUTH,NONE,MOUTH,,,,
MMD,はんっ！,ALIAS,MOUTH,NONE,MOUTH,,,,
MMD,口横狭め,ALIAS,MOUTH,NONE,MOUTH,,,,
MMD,口上,ALIAS,MOUTH,NONE,MOUTH,,,,
MMD,口下,ALIAS,MOUTH,NONE,MOUTH,,,,
VRM,A,TEMPLATE,MOUTH,NONE,VISEME,viseme.a,VRM0_VISEME,,
VRM,I,TEMPLATE,MOUTH,NONE,VISEME,viseme.i,VRM0_VISEME,,
VRM,U,TEMPLATE,MOUTH,NONE,VISEME,viseme.u,VRM0_VISEME,,
VRM,E,TEMPLATE,MOUTH,NONE,VISEME,viseme.e,VRM0_VISEME,,
VRM,O,TEMPLATE,MOUTH,NONE,VISEME,viseme.o,VRM0_VISEME,,
VRM,Blink,TEMPLATE,EYE,BOTH,EYELID,eye.closed.both,,VRM0_MARKER,
VRM,Joy,TEMPLATE,OTHER,NONE,OTHER,,,VRM0_MARKER,
VRM,Angry,TEMPLATE,OTHER,NONE,OTHER,,,VRM0_MARKER,
VRM,Sorrow,TEMPLATE,OTHER,NONE,OTHER,,,VRM0_MARKER,
VRM,Fun,TEMPLATE,OTHER,NONE,OTHER,,,VRM0_MARKER,
VRM,LookUp,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_up.both,,VRM0_MARKER,
VRM,LookDown,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_down.both,,VRM0_MARKER,
VRM,LookLeft,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_left.both,,VRM0_MARKER,
VRM,LookRight,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_right.both,,VRM0_MARKER,
VRM,Blink_L,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,VRM0_MARKER,
VRM,Blink_R,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,VRM0_MARKER,
VRM1,Neutral,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Happy,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Angry,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Sad,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Relaxed,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Surprised,TEMPLATE,OTHER,NONE,OTHER,,,,
VRM1,Aa,TEMPLATE,MOUTH,NONE,VISEME,viseme.aa,,,
VRM1,Ih,TEMPLATE,MOUTH,NONE,VISEME,viseme.ih,,,
VRM1,Ou,TEMPLATE,MOUTH,NONE,VISEME,viseme.ou,,,
VRM1,Ee,TEMPLATE,MOUTH,NONE,VISEME,viseme.ee,,,
VRM1,Oh,TEMPLATE,MOUTH,NONE,VISEME,viseme.oh,,,
VRM1,Blink,TEMPLATE,EYE,BOTH,EYELID,eye.closed.both,,,
VRM1,BlinkLeft,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,,
VRM1,BlinkRight,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,,
VRM1,LookUp,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_up.both,,,
VRM1,LookDown,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_down.both,,,
VRM1,LookLeft,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_left.both,,,
VRM1,LookRight,TEMPLATE,EYE,BOTH,EYE_GAZE,eye.look_right.both,,,
QUEST_PRO,EYES_LOOK_UP_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_up.right,,META_LONG,
QUEST_PRO,EYES_LOOK_DOWN_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_down.right,,META_LONG,
QUEST_PRO,EYES_LOOK_LEFT_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_left.right,,META_LONG,
QUEST_PRO,EYES_LOOK_RIGHT_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_right.right,,META_LONG,
QUEST_PRO,EYES_LOOK_UP_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_up.left,,META_LONG,
QUEST_PRO,EYES_LOOK_DOWN_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_down.left,,META_LONG,
QUEST_PRO,EYES_LOOK_LEFT_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_left.left,,META_LONG,
QUEST_PRO,EYES_LOOK_RIGHT_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_right.left,,META_LONG,
QUEST_PRO,EYES_CLOSED_R,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,META_LONG,
QUEST_PRO,EYES_CLOSED_L,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,META_LONG,
QUEST_PRO,LID_TIGHTENER_R,TEMPLATE,EYE,RIGHT,EYELID,eye.squint.right,,META_LONG,
QUEST_PRO,LID_TIGHTENER_L,TEMPLATE,EYE,LEFT,EYELID,eye.squint.left,,META_LONG,
QUEST_PRO,UPPER_LID_RAISER_R,TEMPLATE,EYE,RIGHT,EYELID,eye.wide.right,,META_LONG,
QUEST_PRO,UPPER_LID_RAISER_L,TEMPLATE,EYE,LEFT,EYELID,eye.wide.left,,META_LONG,
QUEST_PRO,BROW_LOWERER_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,BROW_LOWERER_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,INNER_BROW_RAISER_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,INNER_BROW_RAISER_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,OUTER_BROW_RAISER_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,OUTER_BROW_RAISER_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,NOSE_WRINKLER_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,NOSE_WRINKLER_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,CHEEK_RAISER_R,TEMPLATE,EYE,RIGHT,EYE_ORBIT,,,META_LONG,
QUEST_PRO,CHEEK_RAISER_L,TEMPLATE,EYE,LEFT,EYE_ORBIT,,,META_LONG,
QUEST_PRO,CHEEK_PUFF_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,CHEEK_PUFF_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,CHEEK_SUCK_R,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,CHEEK_SUCK_L,TEMPLATE,OTHER,NONE,OTHER,,,META_LONG,
QUEST_PRO,JAW_DROP,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIPS_TOWARD,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,JAW_SIDEWAYS_RIGHT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,JAW_SIDEWAYS_LEFT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,JAW_THRUST,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_SUCK_RT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_SUCK_LT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_SUCK_RB,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_SUCK_LB,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_FUNNELER_RT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_FUNNELER_LT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_FUNNELER_RB,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_FUNNELER_LB,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_PUCKER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_PUCKER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,UPPER_LIP_RAISER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,UPPER_LIP_RAISER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LOWER_LIP_DEPRESSOR_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LOWER_LIP_DEPRESSOR_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_CORNER_PULLER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_CORNER_PULLER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_CORNER_DEPRESSOR_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_CORNER_DEPRESSOR_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_STRETCHER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_STRETCHER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,DIMPLER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,DIMPLER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,CHIN_RAISER_T,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,CHIN_RAISER_B,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_PRESSOR_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_PRESSOR_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_TIGHTENER_R,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,LIP_TIGHTENER_L,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,MOUTH_RIGHT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,MOUTH_LEFT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_TIP_INTERDENTAL,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_TIP_ALVEOLAR,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_FRONT_DORSAL_PALATE,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_MID_DORSAL_PALATE,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_BACK_DORSAL_VELAR,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_OUT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
QUEST_PRO,TONGUE_RETREAT,TEMPLATE,MOUTH,NONE,MOUTH,,,META_LONG,
META_VISEME,SIL,TEMPLATE,MOUTH,NONE,VISEME,viseme.sil,META_VISEME,,
META_VISEME,PP,TEMPLATE,MOUTH,NONE,VISEME,viseme.pp,META_VISEME,,
META_VISEME,FF,TEMPLATE,MOUTH,NONE,VISEME,viseme.ff,META_VISEME,,
META_VISEME,TH,TEMPLATE,MOUTH,NONE,VISEME,viseme.th,META_VISEME,,
META_VISEME,DD,TEMPLATE,MOUTH,NONE,VISEME,viseme.dd,META_VISEME,,
META_VISEME,KK,TEMPLATE,MOUTH,NONE,VISEME,viseme.kk,META_VISEME,,
META_VISEME,CH,TEMPLATE,MOUTH,NONE,VISEME,viseme.ch,META_VISEME,,
META_VISEME,SS,TEMPLATE,MOUTH,NONE,VISEME,viseme.ss,META_VISEME,,
META_VISEME,NN,TEMPLATE,MOUTH,NONE,VISEME,viseme.nn,META_VISEME,,
META_VISEME,RR,TEMPLATE,MOUTH,NONE,VISEME,viseme.rr,META_VISEME,,
META_VISEME,AA,TEMPLATE,MOUTH,NONE,VISEME,viseme.aa,META_VISEME,,
META_VISEME,E,TEMPLATE,MOUTH,NONE,VISEME,viseme.e,META_VISEME,,
META_VISEME,IH,TEMPLATE,MOUTH,NONE,VISEME,viseme.ih,META_VISEME,,
META_VISEME,OH,TEMPLATE,MOUTH,NONE,VISEME,viseme.oh,META_VISEME,,
META_VISEME,OU,TEMPLATE,MOUTH,NONE,VISEME,viseme.ou,META_VISEME,,
PICO,EyeLookDown_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_down.left,,PICO_LONG,
PICO,EyeLookDown_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_down.right,,PICO_LONG,
PICO,EyeLookIn_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_in.left,,PICO_LONG,
PICO,EyeLookIn_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_in.right,,PICO_LONG,
PICO,EyeLookOut_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_out.left,,PICO_LONG,
PICO,EyeLookOut_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_out.right,,PICO_LONG,
PICO,EyeLookUp_L,TEMPLATE,EYE,LEFT,EYE_GAZE,eye.look_up.left,,PICO_LONG,
PICO,EyeLookUp_R,TEMPLATE,EYE,RIGHT,EYE_GAZE,eye.look_up.right,,PICO_LONG,
PICO,EyeBlink_L,TEMPLATE,EYE,LEFT,EYELID,eye.closed.left,,PICO_LONG,
PICO,EyeBlink_R,TEMPLATE,EYE,RIGHT,EYELID,eye.closed.right,,PICO_LONG,
PICO,EyeSquint_L,TEMPLATE,EYE,LEFT,EYELID,eye.squint.left,,PICO_LONG,
PICO,EyeSquint_R,TEMPLATE,EYE,RIGHT,EYELID,eye.squint.right,,PICO_LONG,
PICO,EyeWide_L,TEMPLATE,EYE,LEFT,EYELID,eye.wide.left,,PICO_LONG,
PICO,EyeWide_R,TEMPLATE,EYE,RIGHT,EYELID,eye.wide.right,,PICO_LONG,
PICO,JawForward,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,JawLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,JawOpen,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,JawRight,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthClose,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthFunnel,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthPucker,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthRight,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthRollLower,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthRollUpper,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthShrugLower,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthShrugUpper,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,TongueOut,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthDimple_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthDimple_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthFrown_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthFrown_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthLowerDown_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthLowerDown_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthPress_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthPress_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthSmile_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthSmile_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthStretch_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthStretch_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthUpperUp_L,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,MouthUpperUp_R,TEMPLATE,MOUTH,NONE,MOUTH,,,PICO_LONG,
PICO,BrowInnerUp,TEMPLATE,OTHER,NONE,OTHER,,,PICO_LONG,
